,ResNet50,Label
459,[0.         0.         0.         ... 0.         0.         0.00049546],Dogs
460,[0. 0. 0. ... 0. 0. 0.],Cats
461,[0. 0. 0. ... 0. 0. 0.],Dogs
462,[0. 0. 0. ... 0. 0. 0.],Dogs
463,[0. 0. 0. ... 0. 0. 0.],Cats
464,[0.         0.         0.         ... 0.00189742 0.         0.        ],Cats
465,[0.         0.         0.         ... 0.0019813  0.         0.00481894],Cats
466,[0. 0. 0. ... 0. 0. 0.],Cats
467,[0.00064242 0.         0.         ... 0.0008265  0.         0.        ],Dogs
468,[0. 0. 0. ... 0. 0. 0.],Cats
469,[0.         0.         0.         ... 0.00019292 0.         0.        ],Cats
470,[0.00207125 0.         0.         ... 0.         0.         0.        ],Dogs
471,[0.         0.         0.00122584 ... 0.         0.         0.        ],Dogs
472,[0. 0. 0. ... 0. 0. 0.],Dogs
473,[0. 0. 0. ... 0. 0. 0.],Dogs
474,[0. 0. 0. ... 0. 0. 0.],Cats
475,[0. 0. 0. ... 0. 0. 0.],Cats
476,[0. 0. 0. ... 0. 0. 0.],Dogs
477,[0.         0.         0.         ... 0.01314365 0.         0.        ],Dogs
478,[0. 0. 0. ... 0. 0. 0.],Cats
479,[0.         0.         0.         ... 0.00960876 0.         0.        ],Dogs
480,[0. 0. 0. ... 0. 0. 0.],Cats
481,[0.        0.        0.        ... 0.0006919 0.        0.       ],Dogs
482,[0. 0. 0. ... 0. 0. 0.],Dogs
483,[0.         0.         0.         ... 0.         0.00153508 0.        ],Dogs
484,[0. 0. 0. ... 0. 0. 0.],Cats
485,[0. 0. 0. ... 0. 0. 0.],Dogs
486,[0. 0. 0. ... 0. 0. 0.],Dogs
487,[0.       0.       0.       ... 0.002784 0.       0.      ],Cats
488,[0. 0. 0. ... 0. 0. 0.],Dogs
489,[0. 0. 0. ... 0. 0. 0.],Cats
490,[0. 0. 0. ... 0. 0. 0.],Dogs
491,[0. 0. 0. ... 0. 0. 0.],Cats
492,[0.         0.         0.         ... 0.         0.00121271 0.        ],Cats
493,[0.         0.00513529 0.         ... 0.         0.         0.        ],Dogs
494,[0. 0. 0. ... 0. 0. 0.],Cats
495,[0. 0. 0. ... 0. 0. 0.],Dogs
496,[0.         0.00149984 0.         ... 0.00663728 0.         0.        ],Cats
497,[0.         0.         0.01136085 ... 0.         0.         0.00341137],Cats
498,[0. 0. 0. ... 0. 0. 0.],Cats
499,[0. 0. 0. ... 0. 0. 0.],Dogs
500,[0.         0.00170135 0.00650815 ... 0.00100816 0.         0.        ],Dogs
501,[0. 0. 0. ... 0. 0. 0.],Cats
502,[0.00045977 0.         0.         ... 0.         0.         0.        ],Dogs
503,[0. 0. 0. ... 0. 0. 0.],Dogs
504,[0. 0. 0. ... 0. 0. 0.],Dogs
505,[0.         0.         0.         ... 0.00120631 0.         0.        ],Dogs
506,[0.         0.         0.         ... 0.00288342 0.         0.        ],Dogs
507,[0.         0.         0.         ... 0.         0.         0.00072245],Cats
508,[0.         0.         0.         ... 0.00498662 0.         0.        ],Dogs
509,[0.         0.         0.00185137 ... 0.         0.01699685 0.        ],Cats
510,[0. 0. 0. ... 0. 0. 0.],Dogs
511,[0. 0. 0. ... 0. 0. 0.],Cats
512,[0. 0. 0. ... 0. 0. 0.],Dogs
513,[0.         0.         0.         ... 0.         0.         0.00046405],Cats
514,[0.0003999 0.        0.        ... 0.        0.        0.       ],Dogs
515,[0. 0. 0. ... 0. 0. 0.],Cats
516,[0. 0. 0. ... 0. 0. 0.],Dogs
517,[0. 0. 0. ... 0. 0. 0.],Cats
518,[0. 0. 0. ... 0. 0. 0.],Dogs
519,[0.00268159 0.         0.         ... 0.         0.         0.        ],Dogs
520,[0.         0.         0.         ... 0.04136513 0.         0.        ],Cats
521,[0.         0.         0.         ... 0.         0.         0.00572835],Cats
522,[0.         0.         0.         ... 0.01374222 0.         0.        ],Dogs
523,[0. 0. 0. ... 0. 0. 0.],Dogs
524,[0. 0. 0. ... 0. 0. 0.],Dogs
525,[0.00135579 0.         0.         ... 0.         0.00162474 0.        ],Cats
526,[0. 0. 0. ... 0. 0. 0.],Cats
527,[0.         0.         0.         ... 0.         0.         0.00467797],Cats
528,[0. 0. 0. ... 0. 0. 0.],Cats
529,[0.         0.         0.         ... 0.         0.         0.00097147],Dogs
530,[0. 0. 0. ... 0. 0. 0.],Cats
531,[0. 0. 0. ... 0. 0. 0.],Cats
532,[0. 0. 0. ... 0. 0. 0.],Dogs
533,[0.        0.        0.        ... 0.        0.        0.0019791],Cats
534,"[0.00000000e+00 3.06022430e-04 0.00000000e+00 ... 1.57835502e-05
 0.00000000e+00 0.00000000e+00]",Dogs
535,[0.         0.         0.         ... 0.         0.         0.00805129],Dogs
536,[0.00460348 0.         0.         ... 0.         0.         0.        ],Cats
537,[0. 0. 0. ... 0. 0. 0.],Dogs
538,[0. 0. 0. ... 0. 0. 0.],Dogs
539,[0. 0. 0. ... 0. 0. 0.],Cats
540,[0. 0. 0. ... 0. 0. 0.],Dogs
541,[0. 0. 0. ... 0. 0. 0.],Dogs
542,[0. 0. 0. ... 0. 0. 0.],Cats
543,[0. 0. 0. ... 0. 0. 0.],Dogs
544,[0. 0. 0. ... 0. 0. 0.],Dogs
545,[0. 0. 0. ... 0. 0. 0.],Dogs
546,[0.         0.         0.         ... 0.         0.00019926 0.        ],Dogs
547,"[6.13982313e-05 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 2.67509386e-03 0.00000000e+00]",Cats
548,[0.         0.         0.         ... 0.         0.         0.00499753],Cats
549,[0.         0.         0.         ... 0.00119783 0.         0.00546888],Cats
550,[0. 0. 0. ... 0. 0. 0.],Dogs
551,[0.         0.         0.         ... 0.00124057 0.         0.00543877],Dogs
552,[0.00052402 0.         0.         ... 0.         0.         0.        ],Dogs
553,[0.00298985 0.         0.         ... 0.         0.00084669 0.        ],Dogs
554,[0.        0.        0.        ... 0.0030866 0.        0.       ],Dogs
555,[0. 0. 0. ... 0. 0. 0.],Cats
556,[0. 0. 0. ... 0. 0. 0.],Dogs
557,[0. 0. 0. ... 0. 0. 0.],Dogs
558,[0.         0.00117293 0.         ... 0.0008612  0.         0.01030713],Dogs
559,[0. 0. 0. ... 0. 0. 0.],Dogs
560,[0.00741833 0.         0.         ... 0.         0.00092566 0.01060286],Cats
561,[0.00229115 0.         0.         ... 0.         0.         0.        ],Dogs
562,[0. 0. 0. ... 0. 0. 0.],Cats
563,[0.         0.01359533 0.         ... 0.         0.         0.        ],Cats
564,[0.         0.         0.         ... 0.         0.         0.02536855],Cats
565,[0. 0. 0. ... 0. 0. 0.],Cats
566,[0. 0. 0. ... 0. 0. 0.],Dogs
567,[0.0008562  0.         0.         ... 0.01557063 0.         0.        ],Dogs
568,[0. 0. 0. ... 0. 0. 0.],Cats
569,[0.         0.         0.         ... 0.         0.         0.00075314],Cats
570,[0. 0. 0. ... 0. 0. 0.],Dogs
571,[0. 0. 0. ... 0. 0. 0.],Dogs
572,[0.00910822 0.         0.         ... 0.0071121  0.         0.        ],Cats
573,[0.        0.        0.        ... 0.0097217 0.        0.       ],Dogs
574,[0. 0. 0. ... 0. 0. 0.],Dogs
575,[0. 0. 0. ... 0. 0. 0.],Cats
576,[0. 0. 0. ... 0. 0. 0.],Dogs
577,[0.         0.         0.         ... 0.00499374 0.         0.        ],Cats
578,[0.         0.         0.         ... 0.00448882 0.00143169 0.        ],Dogs
579,[0.         0.         0.         ... 0.         0.00068009 0.        ],Cats
580,[0. 0. 0. ... 0. 0. 0.],Cats
581,[0. 0. 0. ... 0. 0. 0.],Dogs
582,[0. 0. 0. ... 0. 0. 0.],Dogs
583,[0. 0. 0. ... 0. 0. 0.],Dogs
584,[0.00140612 0.         0.         ... 0.02138602 0.         0.        ],Cats
585,[0. 0. 0. ... 0. 0. 0.],Dogs
586,[0. 0. 0. ... 0. 0. 0.],Cats
587,[0. 0. 0. ... 0. 0. 0.],Dogs
588,[0. 0. 0. ... 0. 0. 0.],Cats
589,[0.         0.         0.         ... 0.00306409 0.         0.        ],Cats
590,[0.         0.         0.         ... 0.00254722 0.         0.        ],Cats
591,[0.         0.         0.         ... 0.         0.         0.01398492],Dogs
592,[0.         0.00015186 0.         ... 0.         0.         0.00389981],Cats
593,[0.         0.         0.         ... 0.         0.         0.00491946],Cats
594,[0. 0. 0. ... 0. 0. 0.],Cats
595,[0.         0.         0.         ... 0.00106287 0.         0.00300944],Cats
596,"[0.0000000e+00 2.1972599e-05 0.0000000e+00 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",Cats
597,[0.         0.         0.         ... 0.01018858 0.         0.        ],Dogs
598,[0.         0.         0.         ... 0.00019945 0.         0.        ],Dogs
599,[0.         0.         0.         ... 0.01528975 0.         0.0015904 ],Cats
600,[0. 0. 0. ... 0. 0. 0.],Dogs
601,[0. 0. 0. ... 0. 0. 0.],Dogs
602,[0. 0. 0. ... 0. 0. 0.],Cats
603,[0. 0. 0. ... 0. 0. 0.],Cats
604,[0. 0. 0. ... 0. 0. 0.],Dogs
605,[0. 0. 0. ... 0. 0. 0.],Dogs
606,[0. 0. 0. ... 0. 0. 0.],Dogs
607,[0. 0. 0. ... 0. 0. 0.],Cats
608,[0. 0. 0. ... 0. 0. 0.],Cats
609,[0. 0. 0. ... 0. 0. 0.],Dogs
610,[0.         0.         0.         ... 0.00341902 0.         0.        ],Dogs
611,[0.00244189 0.         0.         ... 0.         0.         0.        ],Cats
612,[0. 0. 0. ... 0. 0. 0.],Dogs
613,[0.         0.         0.         ... 0.         0.00445598 0.        ],Cats
614,[0. 0. 0. ... 0. 0. 0.],Cats
615,[0.         0.         0.         ... 0.00046082 0.         0.        ],Dogs
616,[0. 0. 0. ... 0. 0. 0.],Cats
617,[0. 0. 0. ... 0. 0. 0.],Dogs
618,[0. 0. 0. ... 0. 0. 0.],Dogs
619,[0. 0. 0. ... 0. 0. 0.],Dogs
620,[0.        0.        0.        ... 0.0085335 0.        0.       ],Dogs
621,[0. 0. 0. ... 0. 0. 0.],Dogs
622,[0. 0. 0. ... 0. 0. 0.],Dogs
623,[0. 0. 0. ... 0. 0. 0.],Dogs
624,[0.00141597 0.         0.         ... 0.00168174 0.         0.        ],Cats
625,[0. 0. 0. ... 0. 0. 0.],Dogs
626,[0.01804388 0.         0.         ... 0.         0.         0.        ],Dogs
627,[0.         0.         0.         ... 0.00406037 0.         0.        ],Cats
628,[0. 0. 0. ... 0. 0. 0.],Cats
629,[0.         0.         0.         ... 0.0033234  0.         0.00016011],Dogs
630,[0. 0. 0. ... 0. 0. 0.],Cats
631,[0.         0.         0.         ... 0.00578772 0.         0.        ],Cats
632,[0. 0. 0. ... 0. 0. 0.],Cats
633,[0. 0. 0. ... 0. 0. 0.],Dogs
634,[0. 0. 0. ... 0. 0. 0.],Dogs
635,[0. 0. 0. ... 0. 0. 0.],Dogs
636,[0. 0. 0. ... 0. 0. 0.],Dogs
637,[0. 0. 0. ... 0. 0. 0.],Cats
638,[0. 0. 0. ... 0. 0. 0.],Cats
639,[0.        0.        0.        ... 0.0003377 0.        0.       ],Cats
640,[0. 0. 0. ... 0. 0. 0.],Dogs
641,[0.         0.         0.         ... 0.         0.         0.00406585],Cats
642,[0. 0. 0. ... 0. 0. 0.],Cats
643,[0.00021342 0.         0.         ... 0.         0.         0.        ],Dogs
644,[0. 0. 0. ... 0. 0. 0.],Dogs
645,[0.         0.         0.         ... 0.         0.         0.00498323],Dogs
646,[0.         0.         0.         ... 0.         0.00434792 0.        ],Dogs
647,[0. 0. 0. ... 0. 0. 0.],Cats
648,[0.         0.00023465 0.         ... 0.         0.         0.        ],Dogs
649,[0.         0.         0.         ... 0.         0.         0.00322737],Dogs
650,[0.        0.0001274 0.        ... 0.        0.        0.       ],Cats
651,[0. 0. 0. ... 0. 0. 0.],Dogs
652,[0. 0. 0. ... 0. 0. 0.],Cats
653,[0.         0.00439001 0.         ... 0.         0.         0.00323061],Dogs
654,[0. 0. 0. ... 0. 0. 0.],Dogs
655,[0. 0. 0. ... 0. 0. 0.],Dogs
656,"[0.0000000e+00 4.7783831e-05 0.0000000e+00 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",Cats
657,[0. 0. 0. ... 0. 0. 0.],Dogs
658,[0. 0. 0. ... 0. 0. 0.],Cats
659,[0.         0.         0.         ... 0.01556653 0.         0.00684706],Cats
660,[0. 0. 0. ... 0. 0. 0.],Dogs
661,[0.         0.         0.         ... 0.         0.         0.00310197],Dogs
662,[0. 0. 0. ... 0. 0. 0.],Cats
663,[0. 0. 0. ... 0. 0. 0.],Cats
664,[0. 0. 0. ... 0. 0. 0.],Cats
665,[0.         0.         0.         ... 0.0268428  0.         0.00605093],Cats
666,[0. 0. 0. ... 0. 0. 0.],Cats
667,[0. 0. 0. ... 0. 0. 0.],Dogs
668,[0. 0. 0. ... 0. 0. 0.],Cats
669,[0. 0. 0. ... 0. 0. 0.],Cats
670,[0. 0. 0. ... 0. 0. 0.],Cats
671,[0. 0. 0. ... 0. 0. 0.],Cats
672,[0. 0. 0. ... 0. 0. 0.],Cats
673,[0.         0.         0.         ... 0.00904511 0.         0.        ],Cats
674,[0.         0.         0.         ... 0.         0.00033017 0.00464257],Cats
675,[0.00214751 0.         0.         ... 0.         0.         0.        ],Cats
676,[0. 0. 0. ... 0. 0. 0.],Cats
677,[0. 0. 0. ... 0. 0. 0.],Cats
678,[0.         0.         0.         ... 0.         0.         0.00261113],Dogs
679,[0.00067428 0.         0.         ... 0.01566785 0.         0.        ],Cats
680,[0. 0. 0. ... 0. 0. 0.],Dogs
681,[0.         0.         0.         ... 0.00273377 0.         0.        ],Dogs
682,[0. 0. 0. ... 0. 0. 0.],Dogs
683,[0.         0.         0.         ... 0.         0.00083096 0.        ],Cats
684,[0. 0. 0. ... 0. 0. 0.],Cats
685,[0.0049702 0.        0.        ... 0.        0.        0.       ],Cats
686,[0.         0.         0.         ... 0.         0.00635679 0.00172389],Dogs
687,[0. 0. 0. ... 0. 0. 0.],Cats
688,[0. 0. 0. ... 0. 0. 0.],Cats
689,[0. 0. 0. ... 0. 0. 0.],Dogs
690,[0. 0. 0. ... 0. 0. 0.],Dogs
691,[0.         0.         0.         ... 0.00012264 0.         0.        ],Cats
692,[0.         0.         0.         ... 0.         0.00639659 0.        ],Dogs
693,[0. 0. 0. ... 0. 0. 0.],Dogs
694,[0. 0. 0. ... 0. 0. 0.],Dogs
695,[0.         0.00150237 0.         ... 0.         0.         0.        ],Cats
696,[0. 0. 0. ... 0. 0. 0.],Cats
697,[0. 0. 0. ... 0. 0. 0.],Dogs
698,[0. 0. 0. ... 0. 0. 0.],Cats
699,[0.         0.00090975 0.         ... 0.         0.         0.00204953],Cats
700,[0. 0. 0. ... 0. 0. 0.],Dogs
701,[0.         0.         0.         ... 0.00065431 0.         0.        ],Dogs
702,[0. 0. 0. ... 0. 0. 0.],Dogs
703,[0. 0. 0. ... 0. 0. 0.],Dogs
704,[0. 0. 0. ... 0. 0. 0.],Dogs
705,[0. 0. 0. ... 0. 0. 0.],Dogs
706,[0. 0. 0. ... 0. 0. 0.],Dogs
707,[0.00493768 0.         0.         ... 0.         0.         0.        ],Dogs
708,[0. 0. 0. ... 0. 0. 0.],Cats
709,[0. 0. 0. ... 0. 0. 0.],Dogs
710,[0. 0. 0. ... 0. 0. 0.],Cats
711,[0. 0. 0. ... 0. 0. 0.],Dogs
712,[0. 0. 0. ... 0. 0. 0.],Dogs
713,[0. 0. 0. ... 0. 0. 0.],Cats
714,[0. 0. 0. ... 0. 0. 0.],Dogs
715,[0. 0. 0. ... 0. 0. 0.],Dogs
716,[0.         0.         0.         ... 0.         0.00222218 0.        ],Dogs
717,[0. 0. 0. ... 0. 0. 0.],Dogs
718,[0. 0. 0. ... 0. 0. 0.],Cats
719,[0.         0.         0.00562702 ... 0.         0.         0.        ],Dogs
720,[0.         0.00040006 0.         ... 0.         0.         0.        ],Dogs
721,[0.        0.        0.        ... 0.0013615 0.        0.       ],Cats
722,[0. 0. 0. ... 0. 0. 0.],Dogs
723,[0.         0.         0.         ... 0.         0.00299295 0.        ],Dogs
724,[0. 0. 0. ... 0. 0. 0.],Cats
725,[0. 0. 0. ... 0. 0. 0.],Dogs
726,[0.         0.         0.         ... 0.         0.         0.00256213],Dogs
727,[0.00762463 0.         0.         ... 0.         0.         0.        ],Cats
728,[0. 0. 0. ... 0. 0. 0.],Dogs
729,"[0.00000000e+00 6.12171247e-05 0.00000000e+00 ... 0.00000000e+00
 7.17374789e-04 0.00000000e+00]",Dogs
730,[0. 0. 0. ... 0. 0. 0.],Dogs
731,[0. 0. 0. ... 0. 0. 0.],Dogs
732,[0. 0. 0. ... 0. 0. 0.],Dogs
733,[0. 0. 0. ... 0. 0. 0.],Cats
734,[0. 0. 0. ... 0. 0. 0.],Dogs
735,[0.00052026 0.         0.         ... 0.         0.         0.        ],Cats
736,[0.        0.        0.        ... 0.0173112 0.        0.       ],Cats
737,[0. 0. 0. ... 0. 0. 0.],Dogs
738,[0. 0. 0. ... 0. 0. 0.],Dogs
739,[0. 0. 0. ... 0. 0. 0.],Cats
740,[0. 0. 0. ... 0. 0. 0.],Dogs
741,[0. 0. 0. ... 0. 0. 0.],Cats
742,[0.        0.        0.        ... 0.        0.        0.0027003],Cats
743,[0. 0. 0. ... 0. 0. 0.],Dogs
744,[0. 0. 0. ... 0. 0. 0.],Dogs
745,[0. 0. 0. ... 0. 0. 0.],Cats
746,[0.         0.         0.00137173 ... 0.         0.         0.        ],Dogs
747,[0. 0. 0. ... 0. 0. 0.],Dogs
748,[0. 0. 0. ... 0. 0. 0.],Cats
749,[0. 0. 0. ... 0. 0. 0.],Dogs
750,[0. 0. 0. ... 0. 0. 0.],Cats
751,[0. 0. 0. ... 0. 0. 0.],Cats
752,[0. 0. 0. ... 0. 0. 0.],Cats
753,[0. 0. 0. ... 0. 0. 0.],Dogs
754,[0. 0. 0. ... 0. 0. 0.],Cats
755,[0. 0. 0. ... 0. 0. 0.],Cats
756,[0.         0.         0.         ... 0.01222901 0.         0.        ],Dogs
757,[0.         0.00124329 0.         ... 0.         0.         0.        ],Cats
758,[0. 0. 0. ... 0. 0. 0.],Cats
759,[0. 0. 0. ... 0. 0. 0.],Dogs
760,[0. 0. 0. ... 0. 0. 0.],Cats
761,[0.         0.         0.         ... 0.00844595 0.         0.        ],Cats
762,[0. 0. 0. ... 0. 0. 0.],Dogs
763,[0.         0.         0.         ... 0.00487534 0.         0.        ],Cats
764,[0.         0.         0.         ... 0.         0.         0.00906128],Cats
765,[0. 0. 0. ... 0. 0. 0.],Dogs
766,[0. 0. 0. ... 0. 0. 0.],Cats
767,[0.00101924 0.         0.         ... 0.         0.         0.        ],Dogs
768,[0. 0. 0. ... 0. 0. 0.],Dogs
769,[0. 0. 0. ... 0. 0. 0.],Dogs
770,[0.        0.        0.        ... 0.        0.        0.0079808],Cats
771,[0. 0. 0. ... 0. 0. 0.],Dogs
772,[0. 0. 0. ... 0. 0. 0.],Dogs
773,[0.         0.         0.         ... 0.         0.         0.00097292],Dogs
774,[0. 0. 0. ... 0. 0. 0.],Cats
775,[0. 0. 0. ... 0. 0. 0.],Cats
776,[0. 0. 0. ... 0. 0. 0.],Dogs
777,[0.         0.         0.         ... 0.01756539 0.02281823 0.        ],Cats
778,[0.        0.0015956 0.        ... 0.        0.        0.       ],Dogs
779,[0.         0.         0.         ... 0.02060482 0.         0.        ],Cats
780,[0. 0. 0. ... 0. 0. 0.],Dogs
781,[0.00659067 0.         0.         ... 0.         0.         0.00370645],Cats
782,[0. 0. 0. ... 0. 0. 0.],Dogs
783,[0. 0. 0. ... 0. 0. 0.],Dogs
784,[0. 0. 0. ... 0. 0. 0.],Cats
785,[0. 0. 0. ... 0. 0. 0.],Dogs
786,[0. 0. 0. ... 0. 0. 0.],Dogs
787,[0.         0.         0.         ... 0.01612483 0.         0.        ],Dogs
788,[0. 0. 0. ... 0. 0. 0.],Cats
789,[0.         0.         0.         ... 0.00559084 0.         0.        ],Dogs
790,[0.        0.0019434 0.        ... 0.        0.        0.       ],Dogs
791,[0. 0. 0. ... 0. 0. 0.],Cats
792,[0. 0. 0. ... 0. 0. 0.],Cats
793,[0.         0.         0.         ... 0.         0.         0.00146705],Dogs
794,[0. 0. 0. ... 0. 0. 0.],Dogs
795,[0. 0. 0. ... 0. 0. 0.],Dogs
796,[0.         0.         0.         ... 0.02773641 0.         0.        ],Cats
797,[0. 0. 0. ... 0. 0. 0.],Cats
798,[0. 0. 0. ... 0. 0. 0.],Dogs
799,[0. 0. 0. ... 0. 0. 0.],Dogs
800,[0. 0. 0. ... 0. 0. 0.],Dogs
801,[0. 0. 0. ... 0. 0. 0.],Dogs
802,[0. 0. 0. ... 0. 0. 0.],Cats
803,[0. 0. 0. ... 0. 0. 0.],Dogs
804,[0. 0. 0. ... 0. 0. 0.],Dogs
805,[0.         0.         0.         ... 0.         0.00144903 0.        ],Dogs
806,[0. 0. 0. ... 0. 0. 0.],Dogs
807,[0. 0. 0. ... 0. 0. 0.],Dogs
808,[0. 0. 0. ... 0. 0. 0.],Dogs
809,[0. 0. 0. ... 0. 0. 0.],Dogs
810,[0. 0. 0. ... 0. 0. 0.],Cats
811,[0. 0. 0. ... 0. 0. 0.],Dogs
812,[0.         0.00077447 0.         ... 0.         0.         0.        ],Cats
813,[0. 0. 0. ... 0. 0. 0.],Dogs
814,[0. 0. 0. ... 0. 0. 0.],Dogs
815,[0. 0. 0. ... 0. 0. 0.],Dogs
816,[0.        0.        0.        ... 0.0043203 0.        0.       ],Cats
817,[0. 0. 0. ... 0. 0. 0.],Dogs
818,[0.         0.         0.         ... 0.0348967  0.00389546 0.        ],Dogs
819,[0.         0.         0.01002006 ... 0.         0.00465681 0.        ],Dogs
820,[0.         0.         0.         ... 0.00489037 0.01967433 0.        ],Cats
821,[0.         0.         0.         ... 0.01487386 0.         0.        ],Dogs
822,[0. 0. 0. ... 0. 0. 0.],Cats
823,[0.        0.0015138 0.        ... 0.        0.        0.       ],Dogs
824,[0. 0. 0. ... 0. 0. 0.],Dogs
825,[0.         0.         0.         ... 0.00153306 0.         0.        ],Dogs
826,[0. 0. 0. ... 0. 0. 0.],Dogs
827,[0.        0.        0.        ... 0.0105317 0.        0.       ],Dogs
828,[0. 0. 0. ... 0. 0. 0.],Cats
829,[0.         0.         0.         ... 0.00633143 0.         0.00541903],Dogs
830,[0. 0. 0. ... 0. 0. 0.],Cats
831,[0. 0. 0. ... 0. 0. 0.],Cats
832,[0. 0. 0. ... 0. 0. 0.],Cats
833,[0. 0. 0. ... 0. 0. 0.],Cats
834,[0. 0. 0. ... 0. 0. 0.],Dogs
835,[0.         0.         0.         ... 0.00349287 0.         0.        ],Cats
836,[0.         0.         0.         ... 0.         0.         0.00274756],Cats
837,[0.         0.         0.         ... 0.00345178 0.         0.        ],Dogs
